print_id,title,event,venues,flags,show_detail,tour
301174,Goose Worcester 21 Blomerth - Foil,2021-10-30 - 2021-10-31,"Palladium, The - Worcester, MA",unassigned — no show or tour; no parseable event date,,
329941,Goose Worcester 21 Blomerth - Grey Web,2021-10-30 - 2021-10-31,"Palladium, The - Worcester, MA",unassigned — no show or tour; no parseable event date,,
299628,Goose OH NC MD 20 Subject Matter Studio - Foil,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
302972,Goose OH NC MD 20 Subject Matter Studio - Artist,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
302973,Goose OH NC MD 20 Subject Matter Studio - Artist Foil,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
302983,Goose Summer Tour 21 Lovering - Show Foil,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
302984,Goose Summer Tour 21 Lovering - Artist,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
302985,Goose Summer Tour 21 Lovering - Artist Foil,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
297456,Goose Winter Tour 20 Subject Matter Studio - Green,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
297457,Goose Winter Tour 20 Subject Matter Studio - White,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
297458,Goose Winter Tour 20 Subject Matter Studio - Foil,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
297459,Goose Winter Tour 20 Subject Matter Studio - Swirl Foil,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
291244,Goose 20 Not Pollock - Northern Lights,11/6-11/7,"South Farms - Morris, CT",no instagram link: Not Pollock,"2020-11-06 South Farms (Morris, CT) | 2020-11-07 South Farms (Morris, CT)",
291245,Goose 20 Not Pollock - Purple Haze,11/6-11/7,"South Farms - Morris, CT",no instagram link: Not Pollock,"2020-11-06 South Farms (Morris, CT) | 2020-11-07 South Farms (Morris, CT)",
291246,Goose 20 Not Pollock - Set,11/6-11/7,"South Farms - Morris, CT",no instagram link: Not Pollock,"2020-11-06 South Farms (Morris, CT) | 2020-11-07 South Farms (Morris, CT)",
302971,Goose Swanzey 20 Levy - Color Variant,,"Cheshire Fairgrounds - Swanzey, NH",unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
302974,Goose Morris 20 Deas - Regular,2020-09-16 - 2020-09-17,"South Farms - Morris, CT",unassigned — no show or tour; no parseable event date,,
302975,Goose Morris 20 Deas - Artist,2020-09-16 - 2020-09-17,"South Farms - Morris, CT",unassigned — no show or tour; no parseable event date,,
302976,Goose Morris 20 Deas - Artist Foil,2020-09-16 - 2020-09-17,"South Farms - Morris, CT",unassigned — no show or tour; no parseable event date,,
280982,Goose Colorado Fall 19 Santor - 2nd,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280983,Goose Colorado Fall 19 Santor - 3rd,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280984,Goose Colorado Fall 19 Santor - 4th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280985,Goose Colorado Fall 19 Santor - 5th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280986,Goose Colorado Fall 19 Santor - 6th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280976,Goose Midwest Fall 19 Santor - Rust,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280977,Goose Midwest Fall 19 Santor - 3rd,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280978,Goose Midwest Fall 19 Santor - 4th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280979,Goose Midwest Fall 19 Santor - 5th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280980,Goose Midwest Fall 19 Santor - 6th,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280208,Goose Wilkes-Barre 19 Not Pollock - Orange,Goose Live and Sold-Out Show at The River Street Jazz Cafe,"River Street Cafe - Plains, PA",unassigned — no show or tour; no parseable event date; no instagram link: Not Pollock,,
316905,Goose Wilkes-Barre 19 Not Pollock - Coach,Goose Live and Sold-Out Show at The River Street Jazz Cafe,"River Street Cafe - Plains, PA",unassigned — no show or tour; no parseable event date; no instagram link: Not Pollock,,
